Id|RouteId|Route|AccountId|Account|Address|City|State|Location|Last24HoursSales|Last7DaysSales|Fill %|Sales|SoldoutItems|EmptyLanes|ItemsToPick|DaysSinceLastVisit|IsAccountOpen
1126|15|Route 3|345|Cineplex - Kitchener|225 Fairway Rd S|Kitchener|ON|Lobby||10.0000|76.081424936386768|151.0000|0|0|94|104|True
1125|15|Route 3|344|Cineplex - Milton|1175 Maple Ave|Milton|ON|Lobby|43.5000|162.0000|48.701298701298701|350.5000|0|0|158|18|True
1124|15|Route 3|343|Cineplex - Oakville Burloak|3531 Wyecroft Rd|Oakville|ON|Lobby|51.5000|291.5000|48.051948051948051|402.5000|0|0|160|7|True
1121|15|Route 3|340|Cineplex - Oakville Winston Churchill|2081 Winston Park Drive|Oakville|ON|Lobby - Theatres 15-24|49.0000|164.5000|65.909090909090909|223.0000|0|0|105|7|True
1364|15|Route 3|424|Cintas Cambridge|125 Boxwood Dr|Cambridge|ON|Lunchroom||23.7500|60.101010101010101|274.5000|5|5|237|33|True
1377|15|Route 3|424|Cintas Cambridge|125 Boxwood Dr|Cambridge|ON|Lunchroom||24.7500|47.297297297297297|297.5000|1|1|158|32|True
1352|15|Route 3|397|"COH - Bennetto Community Centre "|450 Hughson St N|"Hamilton "|ON|D1||25.5000|89.057239057239057|32.5000|0|0|65|10|True
1366|15|Route 3|409|"COH - Bill Friday/Lawfield Arena "|150 Folkestone Ave|"Hamilton "|ON|Arenas||36.0000|77.835051546391752|112.2500|0|0|129|10|True
1374|15|Route 3|412|"COH - Chedoke Twin Pad Arena "|91 Chedmac Dr|"Hamilton "|ON|Arenas|5.0000|106.5000|79.381443298969072|70.5000|0|0|120|3|True
1375|15|Route 3|412|"COH - Chedoke Twin Pad Arena "|91 Chedmac Dr|"Hamilton "|ON|Arenas|16.7500|146.7500|81.413210445468509|137.2500|0|0|121|3|True
60|15|Route 3|410|"COH - Coronation Arena "|81 Macklin St N|Hamilton|ON|Arenas|26.5000|38.0000|73.345259391771019|182.0000|1|1|149|17|True
1372|15|Route 3|411|"COH - Dave Audreychuck Mountain Arena "|25 Hester St|"Hamilton "|ON|Arenas|7.5000|32.5000|80.584192439862542|60.0000|0|0|113|10|True
1373|15|Route 3|411|"COH - Dave Audreychuck Mountain Arena "|25 Hester St|"Hamilton "|ON|Arenas|20.5000|112.5000|72.508591065292096|195.0000|0|0|160|10|True
1360|15|Route 3|399|"COH - Dominic Agostino Riverdale Community Centre "|150 Violet Dr|"Hamilton "|ON|D4|10.5000|39.0000|76.116838487972508|206.0000|0|0|139|20|True
1367|15|Route 3|413|"COH - Harry Howell Arena "|27 ON-5|Flamborough|ON|Arenas|6.0000|64.0000|83.240223463687150|27.0000|0|0|90|3|True
1361|15|Route 3|400|"COH - Hill Park Recreation Centre "|305 South Bend Rd E|"Hamilton "|ON|D5|||81.958762886597938|26.5000|0|0|105|10|True
992|15|Route 3|414|COH - Inch Park Arena|400 Queensdale Ave E|"Hamilton "|ON|Arenas|26.0000|74.0000|83.461538461538461|61.5000|0|0|86|3|True
1350|15|Route 3|416|"COH - Morgan Firestone Arena "|385 Jerseyville Rd W|"Ancaster "|ON|Arenas|56.2500|152.5000|85.774058577405857|87.5000|0|0|102|3|True
1369|15|Route 3|418|"COH - Parkdale Pat Quinn Arena "|1770 Main St E|"Hamilton "|ON|Arenas|||83.925233644859813|86.5000|1|1|87|17|True
1370|15|Route 3|419|"COH - Rosedale Arena "|100 Greenhill Ave|"Hamilton "|ON|Arenas||21.0000|81.308411214953271|136.0000|2|2|101|17|True
1363|15|Route 3|403|"COH - Ryerson Recreation Centre "|251 Duke St|"Hamilton "|ON|D1||8.5000|82.989690721649484|187.0000|0|0|99|42|True
1342|15|Route 3|405|"COH - Sir Allan MacNab Recreation Centre "|145 Magnolia Dr|"Hamilton "|ON|D2|13.0000|31.5000|82.828282828282828|89.0000|0|0|102|17|True
1347|15|Route 3|406|"COH - Sir Wilfrid Laurier Recreation Centre "|60 Albright Rd|"Hamilton "|ON|Left to Entrance Hallway|||90.137614678899082|28.0000|1|1|43|20|True
1371|15|Route 3|420|"COH - Spring Valley Arena "|29 Orchard Dr|"Ancaster "|ON|Arenas|||62.056074766355140|236.7500|10|10|204|10|True
1365|15|Route 3|421|"COH - Stoney Creek Arena "|37 King St W|"Stoney Creek "|ON|Arenas|2.0000|21.0000|79.037800687285223|111.0000|2|2|122|20|True
1343|15|Route 3|407|"COH - Stoney Creek Recreation Centre "|45 King St W|"Stoney Creek "|ON|Arenas|7.0000|68.0000|74.233128834355828|214.2500|0|0|168|20|True
1349|15|Route 3|396|"COH - Westmount Recreation Centre "|35 Lynbrook Dr|"Hamilton "|ON|D2|79.0000|231.7500|78.800557880055788|231.7500|0|0|152|10|True
1346|15|Route 3|417|"COH - Westoby - Olympic Arena "|70 Olympic Dr|"Dundas "|ON|Arenas||19.5000|83.584905660377358|77.5000|0|0|87|13|True
74|15|Route 3|24|Comfort Inn Waterloo|190 Weber St N|Waterloo|ON|In vending area||51.5000|51.569506726457399|263.0000|3|3|216|25|True
952|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|A-Wing Door 1 (Room 2A621)||4.5000|63.398692810457516|4.5000|0|0|112|7|True
956|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|A-Wing Door 1 (Room 2A621)|2.0000|21.7500|85.477178423236514|21.7500|0|0|70|7|True
931|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|A-Wing Lvl2 Door3||31.0000|71.452702702702702|168.5000|0|0|169|18|True
932|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|A-Wing Lvl2 Door3|5.5000|44.7500|63.333333333333333|36.5000|0|0|109|7|True
933|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|A-Wing Lvl2 Door3||4.5000|54.761904761904761|58.5000|0|0|57|14|True
919|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|ATS Building - Student Lounge|||79.310344827586206|140.5000|0|0|121|14|True
920|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|ATS Building - Student Lounge||5.5000|68.627450980392156|164.5000|0|0|96|14|True
923|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|B-Wing Lvl2 Door 5||18.5000|86.944444444444444|111.2500|0|0|47|14|True
924|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|B-Wing Lvl2 Door 5||58.0000|72.167832167832167|250.7500|1|1|199|14|True
926|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|B-Wing Lvl2 Door 5 - Coke|15.5000|72.7500|81.481481481481481|173.7500|0|0|75|14|True
980|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|B-Wing Lvl2 Door 5 - Dasani||20.2500|91.944444444444444|66.2500|0|0|29|14|True
934|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Condor Cafe|8.5000|50.0000|75.483870967741935|151.5000|0|0|150|14|True
935|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Condor Cafe||30.7500|76.158940397350993|72.2500|0|0|72|14|True
940|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Condor Cafe|4.5000|9.0000|45.500000000000000|13.5000|0|0|109|14|True
941|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Condor Cafe|5.5000|16.5000|72.666666666666666|67.0000|0|0|82|14|True
929|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|E-Wing Lvl1 IT Service Desk|6.5000|25.7500|76.157407407407407|106.7500|0|0|103|14|True
930|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|E-Wing Lvl1 IT Service Desk||5.5000|71.895424836601307|124.2500|0|0|86|18|True
927|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|E-Wing Lvl2 Door 6|4.0000|35.0000|73.856209150326797|179.2500|0|0|168|14|True
928|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|E-Wing Lvl2 Door 6 - Coke|8.2500|21.0000|66.987179487179487|92.7500|0|0|103|14|True
1313|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|E-Wing Lvl2 Door 6 - Dasani||7.2500|80.272108843537414|36.2500|0|0|61|14|True
954|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Employee Services Building||2.7500|52.849740932642487|68.0000|0|0|91|42|True
921|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Recreation Center|2.2500|17.2500|51.328671328671328|547.2500|6|6|348|32|True
943|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Recreation Center|2.7500|13.7500|61.231884057971014|200.2500|0|0|107|32|True
922|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Recreation Center - Coke||5.5000|56.730769230769230|239.7500|0|0|135|32|True
942|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Recreation Center - Dasani||2.7500|72.448979591836734|137.2500|0|0|81|21|True
936|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Welcome Center|2.2500|8.7500|64.814814814814814|142.5000|1|1|95|25|True
937|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Welcome Center|4.5000|18.0000|52.941176470588235|207.5000|0|0|144|25|True
938|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Woodworking Center||2.2500|74.596774193548387|6.5000|0|0|63|14|True
939|15|Route 3|297|Conestoga College - Doon|299 Doon Valley Dr|Kitchener|ON|Woodworking Center|||84.313725490196078|2.7500|0|0|48|14|True
958|15|Route 3|299|Conestoga College - Doon Residence|99 Conestoga College Blvd|Kitchener|ON|Doon - Residence|4.2500|12.7500|88.275862068965517|12.7500|0|0|51|7|True
959|15|Route 3|299|Conestoga College - Doon Residence|99 Conestoga College Blvd|Kitchener|ON|Doon - Residence||13.7500|85.000000000000000|11.0000|0|0|45|7|True
912|15|Route 3|295|Conestoga College - Guelph|460 Speedvale Ave W|Guelph|ON|Cafeteria|||32.432432432432432|88.5000|17|17|122|32|True
915|15|Route 3|295|Conestoga College - Guelph|460 Speedvale Ave W|Guelph|ON|Cafeteria|||49.000000000000000|293.0000|1|1|150|32|True
913|15|Route 3|295|Conestoga College - Guelph|460 Speedvale Ave W|Guelph|ON|Cafeteria - Coke|||50.320512820512820|38.0000|0|0|77|32|True
914|15|Route 3|295|Conestoga College - Guelph|460 Speedvale Ave W|Guelph|ON|Cafeteria - Dasani|||48.979591836734693|270.2500|0|0|150|32|True
1336|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|2nd Floor Hallway|2.7500|2.7500|72.666666666666666|2.7500|0|0|82|7|True
1335|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|3rd Floor Hallway|3.0000|3.0000|81.907894736842105|23.0000|0|0|55|18|True
1337|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|4th Floor Hallway|||64.666666666666666|0.0000|0|0|106|7|True
278|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|Main Hallway|||62.000000000000000|63.0000|0|0|76|18|True
916|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|Main Hallway|8.5000|43.2500|85.474860335195530|40.7500|0|0|104|7|True
917|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|Main Hallway||30.2500|81.770833333333333|27.2500|0|0|70|7|True
918|15|Route 3|296|Conestoga College - Waterloo|108 University Ave|Waterloo|ON|Main Hallway|13.0000|51.7500|90.555555555555555|48.0000|0|0|34|7|True
75|15|Route 3|26|CSC - Grand Valley Institution for Women|1575 Homer Watson Blvd.|Kitchener|ON|Visitor's Lounge|9.5000|86.5000|71.904761904761904|86.5000|1|1|177|7|True
76|15|Route 3|114|CSC - Minimal Security Lounge|520 Manitou Drive|Kitchener|ON|Main Entrance|4.7500|21.2500|47.586206896551724|205.0000|9|9|154|39|True
242|15|Route 3|114|CSC - Minimal Security Lounge|520 Manitou Drive|Kitchener|ON|Main Entrance|6.0000|21.0000|62.647058823529411|91.7500|0|0|127|39|True
134|15|Route 3|27|Dahl Brothers Ltd.|2600 South Sheridan Way|Mississauga|ON|2/F Lunchroom||2.5000|66.562500000000000|41.0000|0|0|107|16|True
53|15|Route 3|27|Dahl Brothers Ltd.|2600 South Sheridan Way|Mississauga|ON|2/F Lunchroom|||76.363636363636363|45.2500|2|2|39|16|True
1244|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|"A03 Material Handling Offices "|2.5000|27.7500|66.312056737588652|39.0000|0|0|95|11|True
1246|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|"A03 Material Handling Offices "|7.0000|54.0000|83.645655877342419|105.0000|0|0|96|11|True
1142|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|"Body 1 Café "|17.5000|63.5000|69.310344827586206|109.0000|1|1|178|11|True
1253|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|"Body 1 Café "|11.7500|58.7500|39.716312056737588|96.0000|2|2|170|11|True
1305|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Body 2 Cafe||11.0000|94.492254733218588|38.2500|0|0|32|11|True
1306|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Body 2 Cafe||4.5000|90.090090090090090|12.0000|0|0|43|11|True
1252|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|E21 Flat Top|16.2500|55.0000|54.964539007092198|111.7500|0|0|127|11|True
1242|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Main Building Logistics Lunchroom||35.0000|79.588607594936708|63.0000|0|0|129|11|True
1249|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Main Building Logistics Lunchroom|6.7500|11.5000|80.851063829787234|36.5000|0|0|54|11|True
1255|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Main Building Logistics Lunchroom||9.2500|69.333333333333333|21.2500|0|0|92|11|True
1245|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Paint|2.5000|7.0000|58.510638297872340|109.0000|0|0|117|19|True
1247|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Paint|1.5000|28.0000|70.689655172413793|163.2500|1|1|170|19|True
1251|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|Q31 Pre Delivery|6.7500|35.0000|61.702127659574468|148.0000|0|0|108|19|True
1243|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|T1 Trim Chassis|||53.689167974882260|82.5000|6|6|99|11|True
1250|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|T1 Trim Chassis|28.2500|106.0000|36.879432624113475|191.7500|1|1|178|11|True
1256|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|T1 Trim Chassis|31.2500|110.7500|50.666666666666666|261.0000|0|0|148|11|True
1293|15|Route 3|375|Ford Motor Company of Canada Limited|1 The Canadian Rd|Oakville|ON|T1 Trim Chassis|45.2500|192.2500|51.979345955249569|267.2500|3|3|279|11|True
998|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|270 Longwood MARC-Main Cafe|4.0000|12.5000|60.816326530612244|337.5000|1|1|192|26|True
1085|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|A.N Bournes Building - Hallway Rm 138|2.0000|4.0000|66.153846153846153|294.5000|1|1|198|26|True
85|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Burke Science|||87.244897959183673|12.0000|0|0|50|13|True
1000|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Chester Newhall-Basement||26.0000|82.272727272727272|53.0000|0|0|39|13|True
80|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|David Brailey Gym - Exit, RBC Bank|6.0000|23.0000|66.836734693877551|158.0000|1|1|130|28|True
1092|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|David Brailey Gym - Front Desk|||73.398328690807799|254.0000|1|1|191|28|True
983|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Hedden Hall-Main Floor|||82.196969696969696|48.0000|0|0|47|13|True
1004|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Information Technology (ITB) - Main Lobby|2.0000|4.5000|89.393939393939393|20.5000|0|0|28|13|True
1091|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Ivor Wynn - End of Main Hall|||73.955431754874651|282.0000|0|0|187|28|True
1006|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Les Prince Residence-Common Room|||90.975609756097560|21.0000|0|0|37|13|True
13|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Life Sciences - Basement Elevator||13.0000|86.637931034482758|22.5000|0|0|31|13|True
986|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Mary Keyes-Main Hallway|2.0000|12.0000|78.333333333333333|85.0000|0|0|130|13|True
1083|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Michael G Deroote - Back Cafe||7.5000|83.436532507739938|70.0000|0|0|107|13|True
1090|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Mills Memorial Library - 2/F||4.0000|81.476323119777158|214.5000|1|1|133|13|True
1086|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Moulten - Back Hallway|5.5000|27.0000|84.269662921348314|77.5000|1|1|65|13|True
1084|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Student Centre - 2nd Floor||7.0000|76.160990712074303|141.5000|0|0|154|13|True
1082|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Thode Library - Back Wall||8.5000|88.300835654596100|91.0000|0|0|84|13|True
16|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Widden Residence - Common Room|||75.568181818181818|41.5000|0|0|43|13|True
1081|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Wilson Building - Main Lobby||25.5000|80.501392757660167|86.0000|0|0|140|13|True
995|15|Route 3|57|McMaster University|1280 Main Street West|Hamilton|ON|Woodstock Hall - Common Room|||84.680851063829787|89.5000|4|4|38|26|True
461|15|Route 3|254|Shaw Satellite GP|2055 Flavelle Blvd.|Mississauga|ON|Cafeteria|||50.000000000000000|16.2500|2|2|25|32|True
508|15|Route 3|254|Shaw Satellite GP|2055 Flavelle Blvd.|Mississauga|ON|Cafeteria|9.2500|39.2500|49.315068493150684|238.2500|9|9|185|24|True
514|15|Route 3|254|Shaw Satellite GP|2055 Flavelle Blvd.|Mississauga|ON|Cafeteria|5.0000|18.7500|69.626168224299065|145.0000|0|0|76|32|True
516|15|Route 3|254|Shaw Satellite GP|2055 Flavelle Blvd.|Mississauga|ON|Cafeteria||2.2500|79.166666666666666|69.2500|0|0|30|24|True
509|15|Route 3|254|Shaw Satellite GP|2055 Flavelle Blvd.|Mississauga|ON|Downstairs Kitchenette|6.5000|58.7500|57.908163265306122|182.0000|5|5|165|13|True
515|15|Route 3|254|Shaw Satellite GP|2055 Flavelle Blvd.|Mississauga|ON|Downstairs Kitchenette|1.5000|19.7500|57.038834951456310|134.5000|0|0|177|13|True
106|15|Route 3|233|Stackpole International|2430 Royal Windsor Dr.|Mississauga|ON|Large Lunch Room|||73.170731707317073|10.0000|1|1|11|66|True
67|15|Route 3|233|Stackpole International|2430 Royal Windsor Dr.|Mississauga|ON|Large Lunch Room|||74.600638977635782|113.2500|0|0|159|17|True
431|15|Route 3|233|Stackpole International|2430 Royal Windsor Dr.|Mississauga|ON|Large Lunch Room|2.0000|8.0000|62.333333333333333|122.0000|0|0|113|17|True
432|15|Route 3|233|Stackpole International|2430 Royal Windsor Dr.|Mississauga|ON|Large Lunch Room|2.0000|3.0000|56.950672645739910|105.5000|0|0|192|17|True
430|15|Route 3|233|Stackpole International|2430 Royal Windsor Dr.|Mississauga|ON|Small Lunch Room||3.7500|78.723404255319148|44.2500|1|1|50|17|True
433|15|Route 3|233|Stackpole International|2430 Royal Windsor Dr.|Mississauga|ON|Small Lunch Room|6.7500|8.7500|75.331564986737400|49.0000|0|0|95|17|True
197|15|Route 3|93|Validus Research|187 King St S Suite 201|Waterloo|ON|In Lunch Area|||52.492211838006230|0.0000|2|2|305|5|True
103|15|Route 3|109|Wave Sports Center|5065 Benson Dr.|Burlington|ON|Lobby - In Hallway||3.5000|90.416666666666666|0.0000|0|1|33|3|True
105|15|Route 3|110|Wave Twin Rinks|1179 Northside Rd|Burlington|ON|Lobby (M6 near concession)|4.0000|32.5000|82.581648522550544|13.2500|0|0|112|3|True
436|15|Route 3|110|Wave Twin Rinks|1179 Northside Rd|Burlington|ON|Lobby (Near office)|5.5000|78.7500|86.415094339622641|28.5000|0|0|72|3|True
141|20|Route 4|112|AND Agency Inc.|1220 Sheppard Ave E Ste 100|Toronto|ON|G/F Kitchen|||80.808080808080808|26.5000|0|0|76|33|True
54|20|Route 4|112|AND Agency Inc.|1220 Sheppard Ave E Ste 100|Toronto|ON|G/F Kitchen|||75.862068965517241|52.5000|2|2|76|29|True
130|20|Route 4|12|BFG Enterprise Services|170 Travail Rd.|Markham|ON|In kitchen|6.5000|29.5000|53.317535545023696|142.5000|0|0|197|18|True
69|20|Route 4|12|BFG Enterprise Services|170 Travail Rd.|Markham|ON|In kitchen||16.7500|60.526315789473684|165.5000|2|2|165|18|True
810|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Auto||8.2500|60.064935064935064|134.0000|0|0|123|18|True
811|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Cafe Coke|5.5000|27.5000|52.187500000000000|165.0000|0|0|153|18|True
812|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Cafe Dasani|5.0000|13.5000|81.597222222222222|75.2500|0|0|53|18|True
813|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Cafe Minute Maid|||80.921052631578947|58.0000|0|0|57|18|True
816|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Rm A129|7.5000|7.5000|71.381578947368421|91.7500|0|0|87|18|True
814|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Rm D 209|||75.816993464052287|40.2500|0|0|74|18|True
815|20|Route 4|283|Centennial College - Ashtonbee Campus|75 Ashtonbee Rd|Scarborough|ON|Rm F 109|||61.184210526315789|40.2500|0|0|118|18|True
817|20|Route 4|285|Centennial College - Morningside Campus|755 Morningside Ave|Scarborough|ON|Level 1 By Cafe Coke|||76.623376623376623|38.5000|0|0|72|18|True
818|20|Route 4|285|Centennial College - Morningside Campus|755 Morningside Ave|Scarborough|ON|Level 1 By Cafe Dasani||3.2500|82.727272727272727|35.5000|0|0|38|18|True
819|20|Route 4|285|Centennial College - Morningside Campus|755 Morningside Ave|Scarborough|ON|Level 1 Outside Washrm||2.7500|79.411764705882352|43.7500|0|0|63|18|True
820|20|Route 4|285|Centennial College - Morningside Campus|755 Morningside Ave|Scarborough|ON|Level 2 Outside Washrm|5.0000|20.2500|68.831168831168831|98.5000|0|0|96|18|True
821|20|Route 4|285|Centennial College - Morningside Campus|755 Morningside Ave|Scarborough|ON|Level 3 Outside Washrm|||78.896103896103896|65.2500|0|0|65|18|True
822|20|Route 4|285|Centennial College - Morningside Campus|755 Morningside Ave|Scarborough|ON|Level 4 Outside Washrm|||79.738562091503267|34.5000|0|0|62|18|True
825|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|A Block 2nd Fl Engineer Coke|||80.312500000000000|129.2500|0|0|63|32|True
826|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|A Block 2nd Fl Engineer Dasani|||61.513157894736842|55.7500|0|0|42|35|True
827|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|A Block 3rd Fl Elevator|2.7500|2.7500|74.342105263157894|12.7500|0|0|78|11|True
823|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|A Block RM A123 Ship Rec||4.5000|82.565789473684210|15.5000|0|0|53|14|True
824|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|A Block RM A161 Daycare|||77.597402597402597|2.7500|0|0|69|14|True
828|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Athletic Centre Change RM Coke|||78.481012658227848|29.5000|0|0|67|11|True
829|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Athletic Centre Change RM Dasa|||86.428571428571428|6.2500|0|0|38|11|True
830|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|C Block 3rd Schl Of Bus Coke|||73.076923076923076|70.2500|0|0|84|73|True
831|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|C Block 3rd Schl of Bus Dasani|||78.750000000000000|59.0000|0|0|51|14|True
837|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|E block 2nd Fl Stairway Coke|||61.842105263157894|163.2500|1|1|116|35|True
838|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|E Block 2nd Fl Stairway Dasani||3.2500|81.967213114754098|74.7500|0|0|44|26|True
839|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|E Block 3rd Floor E3 22||2.2500|78.896103896103896|19.7500|0|0|65|14|True
834|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|E Block Lecture Theatre RM E29|||89.375000000000000|0.0000|0|0|34|11|True
835|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|E Block Lecture Theatre RM E29|||67.142857142857142|205.0000|0|0|22|26|True
836|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|E Block Lecture Theatre RM E29|||88.175675675675675|185.0000|0|0|44|32|True
845|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Main Build 2nd Fl|||79.276315789473684|16.2500|0|0|63|14|True
844|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Main Build Lib Second Cup|2.7500|8.5000|74.836601307189542|53.5000|0|0|77|14|True
977|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Main Building Second Cup|||73.355263157894736|37.0000|0|0|47|11|True
843|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Main Building Second Cup|2.7500|8.2500|75.937500000000000|19.2500|0|0|76|11|True
832|20|Route 4|284|Centennial College - Progress Campus|941 Progress Ave|Scarborough|ON|Main Cafe Security Coke|2.7500|30.0000|64.687500000000000|67.0000|0|0|113|11|True
